index,query,_id,_score,name,pathway,symbol,notfound
217,ENSG00000182541,3985,20.601915,LIM domain kinase 2,"{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-195258', 'name': 'RHO GTPase Effectors'}, {'id': 'R-HSA-2682334', 'name': 'EPH-Ephrin signaling'}, {'id': 'R-HSA-373755', 'name': 'Semaphorin interactions'}, {'id': 'R-HSA-3928662', 'name': 'EPHB-mediated forward signaling'}, {'id': 'R-HSA-400685', 'name': 'Sema4D in semaphorin signaling'}, {'id': 'R-HSA-416572', 'name': 'Sema4D induced cell migration and growth-cone collapse'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-5627117', 'name': 'RHO GTPases Activate ROCKs'}]}",LIMK2,
219,ENSG00000091409,3655,19.35491,integrin subunit alpha 6,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1474290', 'name': 'Collagen formation'}, {'id': 'R-HSA-1500931', 'name': 'Cell-Cell communication'}, {'id': 'R-HSA-2022090', 'name': 'Assembly of collagen fibrils and other multimeric structures'}, {'id': 'R-HSA-202733', 'name': 'Cell surface interactions at the vascular wall'}, {'id': 'R-HSA-210991', 'name': 'Basigin interactions'}, {'id': 'R-HSA-216083', 'name': 'Integrin cell surface interactions'}, {'id': 'R-HSA-216083', 'name': 'Integrin cell surface interactions'}, {'id': 'R-HSA-3000157', 'name': 'Laminin interactions'}, {'id': 'R-HSA-3000157', 'name': 'Laminin interactions'}, {'id': 'R-HSA-3000170', 'name': 'Syndecan interactions'}, {'id': 'R-HSA-3000171', 'name': 'Non-integrin membrane-ECM interactions'}, {'id': 'R-HSA-446107', 'name': 'Type I hemidesmosome assembly'}, {'id': 'R-HSA-446728', 'name': 'Cell junction organization'}]}",ITGA6,
220,ENSG00000187607,57335,19.687624,zinc finger protein 286A,"{'reactome': [{'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}]}",ZNF286A,
221,ENSG00000138131,84171,20.478895,lysyl oxidase like 4,"{'reactome': [{'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1474290', 'name': 'Collagen formation'}, {'id': 'R-HSA-1566948', 'name': 'Elastic fibre formation'}, {'id': 'R-HSA-2022090', 'name': 'Assembly of collagen fibrils and other multimeric structures'}, {'id': 'R-HSA-2243919', 'name': 'Crosslinking of collagen fibrils'}]}",LOXL4,
222,ENSG00000164430,115004,20.48639,cyclic GMP-AMP synthase,"{'reactome': [{'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-1834941', 'name': 'STING mediated induction of host immune responses'}, {'id': 'R-HSA-1834949', 'name': 'Cytosolic sensors of pathogen-associated DNA '}]}",CGAS,
224,ENSG00000155368,1622,21.310799,"diazepam binding inhibitor, acyl-CoA binding protein","{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-77289', 'name': 'Mitochondrial Fatty Acid Beta-Oxidation'}, {'id': 'R-HSA-8978868', 'name': 'Fatty acid metabolism'}]}",DBI,
225,ENSG00000113580,2908,19.279547,nuclear receptor subfamily 3 group C member 1,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-2262752', 'name': 'Cellular responses to stress'}, {'id': 'R-HSA-2990846', 'name': 'SUMOylation'}, {'id': 'R-HSA-3108232', 'name': 'SUMO E3 ligases SUMOylate target proteins'}, {'id': 'R-HSA-3371497', 'name': 'HSP90 chaperone cycle for steroid hormone receptors (SHR)'}, {'id': 'R-HSA-383280', 'name': 'Nuclear Receptor transcription pathway'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-400253', 'name': 'Circadian Clock'}, {'id': 'R-HSA-4090294', 'name': 'SUMOylation of intracellular receptors'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-8848021', 'name': 'Signaling by PTK6'}, {'id': 'R-HSA-8849473', 'name': 'PTK6 Expression'}, {'id': 'R-HSA-8878166', 'name': 'Transcriptional regulation by RUNX2'}, {'id': 'R-HSA-8939902', 'name': 'Regulation of RUNX2 expression and activity'}, {'id': 'R-HSA-8953897', 'name': 'Cellular responses to external stimuli'}, {'id': 'R-HSA-9006927', 'name': 'Signaling by Non-Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9614085', 'name': 'FOXO-mediated transcription'}, {'id': 'R-HSA-9615017', 'name': 'FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes'}]}",NR3C1,
226,ENSG00000103150,23417,20.030642,malonyl-CoA decarboxylase,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-390247', 'name': 'Beta-oxidation of very long chain fatty acids'}, {'id': 'R-HSA-390918', 'name': 'Peroxisomal lipid metabolism'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-8978868', 'name': 'Fatty acid metabolism'}, {'id': 'R-HSA-9033241', 'name': 'Peroxisomal protein import'}, {'id': 'R-HSA-9033241', 'name': 'Peroxisomal protein import'}, {'id': 'R-HSA-9609507', 'name': 'Protein localization'}, {'id': 'R-HSA-9609507', 'name': 'Protein localization'}]}",MLYCD,
231,ENSG00000178585,56998,19.283432,catenin beta interacting protein 1,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-195721', 'name': 'Signaling by WNT'}, {'id': 'R-HSA-201681', 'name': 'TCF dependent signaling in response to WNT'}, {'id': 'R-HSA-3769402', 'name': 'Deactivation of the beta-catenin transactivating complex'}]}",CTNNBIP1,
232,ENSG00000133216,2048,19.981592,EPH receptor B2,"{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-2682334', 'name': 'EPH-Ephrin signaling'}, {'id': 'R-HSA-2682334', 'name': 'EPH-Ephrin signaling'}, {'id': 'R-HSA-373760', 'name': 'L1CAM interactions'}, {'id': 'R-HSA-3928662', 'name': 'EPHB-mediated forward signaling'}, {'id': 'R-HSA-3928662', 'name': 'EPHB-mediated forward signaling'}, {'id': 'R-HSA-3928664', 'name': 'Ephrin signaling'}, {'id': 'R-HSA-3928664', 'name': 'Ephrin signaling'}, {'id': 'R-HSA-3928665', 'name': 'EPH-ephrin mediated repulsion of cells'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}]}",EPHB2,
233,ENSG00000128285,2847,20.047571,melanin concentrating hormone receptor 1,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1852241', 'name': 'Organelle biogenesis and maintenance'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-373076', 'name': 'Class A/1 (Rhodopsin-like receptors)'}, {'id': 'R-HSA-375276', 'name': 'Peptide ligand-binding receptors'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-416476', 'name': 'G alpha (q) signalling events'}, {'id': 'R-HSA-418594', 'name': 'G alpha (i) signalling events'}, {'id': 'R-HSA-500792', 'name': 'GPCR ligand binding'}, {'id': 'R-HSA-5617833', 'name': 'Cilium Assembly'}, {'id': 'R-HSA-5620920', 'name': 'Cargo trafficking to the periciliary membrane'}, {'id': 'R-HSA-5620922', 'name': 'BBSome-mediated cargo-targeting to cilium'}]}",MCHR1,
234,ENSG00000179222,9500,19.693832,MAGE family member D1,"{'reactome': [{'id': 'R-HSA-109581', 'name': 'Apoptosis'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-193648', 'name': 'NRAGE signals death through JNK'}, {'id': 'R-HSA-193704', 'name': 'p75 NTR receptor-mediated signalling'}, {'id': 'R-HSA-204998', 'name': 'Cell death signalling via NRAGE, NRIF and NADE'}, {'id': 'R-HSA-418889', 'name': 'Caspase activation via Dependence Receptors in the absence of ligand'}, {'id': 'R-HSA-5357769', 'name': 'Caspase activation via extrinsic apoptotic signalling pathway'}, {'id': 'R-HSA-5357801', 'name': 'Programmed Cell Death'}, {'id': 'R-HSA-73887', 'name': 'Death Receptor Signalling'}]}",MAGED1,
235,ENSG00000185022,23764,19.372458,MAF bZIP transcription factor F,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-983231', 'name': 'Factors involved in megakaryocyte development and platelet production'}, {'id': 'R-HSA-983231', 'name': 'Factors involved in megakaryocyte development and platelet production'}]}",MAFF,
237,ENSG00000021645,9369,20.003197,neurexin 3,"{'reactome': [{'id': 'R-HSA-112316', 'name': 'Neuronal System'}, {'id': 'R-HSA-112316', 'name': 'Neuronal System'}, {'id': 'R-HSA-6794361', 'name': 'Neurexins and neuroligins'}, {'id': 'R-HSA-6794361', 'name': 'Neurexins and neuroligins'}, {'id': 'R-HSA-6794362', 'name': 'Protein-protein interactions at synapses'}, {'id': 'R-HSA-6794362', 'name': 'Protein-protein interactions at synapses'}]}",NRXN3,
239,ENSG00000160801,5745,19.277367,parathyroid hormone 1 receptor,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-373080', 'name': 'Class B/2 (Secretin family receptors)'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-418555', 'name': 'G alpha (s) signalling events'}, {'id': 'R-HSA-500792', 'name': 'GPCR ligand binding'}]}",PTH1R,
240,ENSG00000131724,3597,19.287067,interleukin 13 receptor subunit alpha 1,"{'reactome': [{'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-449147', 'name': 'Signaling by Interleukins'}, {'id': 'R-HSA-6785807', 'name': 'Interleukin-4 and Interleukin-13 signaling'}]}",IL13RA1,
242,ENSG00000131771,84152,19.613226,protein phosphatase 1 regulatory inhibitor subunit 1B,"{'reactome': [{'id': 'R-HSA-111885', 'name': 'Opioid Signalling'}, {'id': 'R-HSA-111885', 'name': 'Opioid Signalling'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-180024', 'name': 'DARPP-32 events'}, {'id': 'R-HSA-180024', 'name': 'DARPP-32 events'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-418594', 'name': 'G alpha (i) signalling events'}, {'id': 'R-HSA-418594', 'name': 'G alpha (i) signalling events'}]}",PPP1R1B,
244,ENSG00000108961,29098,20.496704,RAN guanine nucleotide release factor,"{'reactome': [{'id': 'R-HSA-397014', 'name': 'Muscle contraction'}, {'id': 'R-HSA-5576891', 'name': 'Cardiac conduction'}, {'id': 'R-HSA-5576892', 'name': 'Phase 0 - rapid depolarisation'}]}",RANGRF,
246,ENSG00000196950,57181,20.08337,solute carrier family 39 member 10,"{'reactome': [{'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-425366', 'name': 'Transport of bile salts and organic acids, metal ions and amine compounds'}, {'id': 'R-HSA-425407', 'name': 'SLC-mediated transmembrane transport'}, {'id': 'R-HSA-425410', 'name': 'Metal ion SLC transporters'}, {'id': 'R-HSA-435354', 'name': 'Zinc transporters'}, {'id': 'R-HSA-442380', 'name': 'Zinc influx into cells by the SLC39 gene family'}]}",SLC39A10,
248,ENSG00000106123,2051,19.985844,EPH receptor B6,"{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-2682334', 'name': 'EPH-Ephrin signaling'}, {'id': 'R-HSA-2682334', 'name': 'EPH-Ephrin signaling'}, {'id': 'R-HSA-3928662', 'name': 'EPHB-mediated forward signaling'}, {'id': 'R-HSA-3928662', 'name': 'EPHB-mediated forward signaling'}, {'id': 'R-HSA-3928664', 'name': 'Ephrin signaling'}, {'id': 'R-HSA-3928664', 'name': 'Ephrin signaling'}, {'id': 'R-HSA-3928665', 'name': 'EPH-ephrin mediated repulsion of cells'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}]}",EPHB6,
252,ENSG00000110799,7450,21.119526,von Willebrand factor,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-114608', 'name': 'Platelet degranulation '}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-140837', 'name': 'Intrinsic Pathway of Fibrin Clot Formation'}, {'id': 'R-HSA-140877', 'name': 'Formation of Fibrin Clot (Clotting Cascade)'}, {'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-216083', 'name': 'Integrin cell surface interactions'}, {'id': 'R-HSA-354192', 'name': 'Integrin alphaIIb beta3 signaling'}, {'id': 'R-HSA-354194', 'name': 'GRB2:SOS provides linkage to MAPK signaling for Integrins '}, {'id': 'R-HSA-372708', 'name': 'p130Cas linkage to MAPK signaling for integrins'}, {'id': 'R-HSA-430116', 'name': 'GP1b-IX-V activation signalling'}, {'id': 'R-HSA-5663202', 'name': 'Diseases of signal transduction'}, {'id': 'R-HSA-5673001', 'name': 'RAF/MAP kinase cascade'}, {'id': 'R-HSA-5674135', 'name': 'MAP2K and MAPK activation'}, {'id': 'R-HSA-5683057', 'name': 'MAPK family signaling cascades'}, {'id': 'R-HSA-5684996', 'name': 'MAPK1/MAPK3 signaling'}, {'id': 'R-HSA-6802946', 'name': 'Signaling by moderate kinase activity BRAF mutants'}, {'id': 'R-HSA-6802948', 'name': 'Signaling by high-kinase activity BRAF mutants'}, {'id': 'R-HSA-6802949', 'name': 'Signaling by RAS mutants'}, {'id': 'R-HSA-6802952', 'name': 'Signaling by BRAF and RAF fusions'}, {'id': 'R-HSA-6802955', 'name': 'Paradoxical activation of RAF signaling by kinase inactive BRAF'}, {'id': 'R-HSA-6802957', 'name': 'Oncogenic MAPK signaling'}, {'id': 'R-HSA-75892', 'name': 'Platelet Adhesion to exposed collagen'}, {'id': 'R-HSA-76002', 'name': 'Platelet activation, signaling and aggregation'}, {'id': 'R-HSA-76005', 'name': 'Response to elevated platelet cytosolic Ca2+'}, {'id': 'R-HSA-76009', 'name': 'Platelet Aggregation (Plug Formation)'}, {'id': 'R-HSA-9006921', 'name': 'Integrin signaling'}, {'id': 'R-HSA-9607240', 'name': 'FLT3 Signaling'}, {'id': 'R-HSA-9649948', 'name': 'Signaling downstream of RAS mutants'}]}",VWF,
253,ENSG00000182185,5890,20.50556,RAD51 paralog B,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-5685942', 'name': 'HDR through Homologous Recombination (HRR)'}, {'id': 'R-HSA-5693532', 'name': 'DNA Double-Strand Break Repair'}, {'id': 'R-HSA-5693537', 'name': 'Resolution of D-Loop Structures'}, {'id': 'R-HSA-5693538', 'name': 'Homology Directed Repair'}, {'id': 'R-HSA-5693554', 'name': 'Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)'}, {'id': 'R-HSA-5693567', 'name': 'HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)'}, {'id': 'R-HSA-5693568', 'name': 'Resolution of D-loop Structures through Holliday Junction Intermediates'}, {'id': 'R-HSA-5693579', 'name': 'Homologous DNA Pairing and Strand Exchange'}, {'id': 'R-HSA-5693616', 'name': 'Presynaptic phase of homologous DNA pairing and strand exchange'}, {'id': 'R-HSA-73894', 'name': 'DNA Repair'}, {'id': 'R-HSA-983231', 'name': 'Factors involved in megakaryocyte development and platelet production'}]}",RAD51B,
254,ENSG00000101665,4092,20.524845,SMAD family member 7,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-170834', 'name': 'Signaling by TGF-beta Receptor Complex'}, {'id': 'R-HSA-170834', 'name': 'Signaling by TGF-beta Receptor Complex'}, {'id': 'R-HSA-201451', 'name': 'Signaling by BMP'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-2173788', 'name': 'Downregulation of TGF-beta receptor signaling'}, {'id': 'R-HSA-2173788', 'name': 'Downregulation of TGF-beta receptor signaling'}, {'id': 'R-HSA-2173789', 'name': 'TGF-beta receptor signaling activates SMADs'}, {'id': 'R-HSA-2173789', 'name': 'TGF-beta receptor signaling activates SMADs'}, {'id': 'R-HSA-2173793', 'name': 'Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer'}, {'id': 'R-HSA-2173793', 'name': 'Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer'}, {'id': 'R-HSA-2173796', 'name': 'SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription'}, {'id': 'R-HSA-2173796', 'name': 'SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-5688426', 'name': 'Deubiquitination'}, {'id': 'R-HSA-5688426', 'name': 'Deubiquitination'}, {'id': 'R-HSA-5689603', 'name': 'UCH proteinases'}, {'id': 'R-HSA-5689880', 'name': 'Ub-specific processing proteases'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-9006936', 'name': 'Signaling by TGF-beta family members'}, {'id': 'R-HSA-9006936', 'name': 'Signaling by TGF-beta family members'}]}",SMAD7,
257,ENSG00000179094,5187,19.658031,period circadian regulator 1,"{'reactome': {'id': 'R-HSA-400253', 'name': 'Circadian Clock'}}",PER1,
258,ENSG00000070087,5217,20.003958,profilin 2,"{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-195258', 'name': 'RHO GTPase Effectors'}, {'id': 'R-HSA-195258', 'name': 'RHO GTPase Effectors'}, {'id': 'R-HSA-376176', 'name': 'Signaling by ROBO receptors'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-5663220', 'name': 'RHO GTPases Activate Formins'}, {'id': 'R-HSA-5663220', 'name': 'RHO GTPases Activate Formins'}]}",PFN2,
259,ENSG00000170899,2941,20.002373,glutathione S-transferase alpha 4,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-156580', 'name': 'Phase II - Conjugation of compounds'}, {'id': 'R-HSA-156590', 'name': 'Glutathione conjugation'}, {'id': 'R-HSA-211859', 'name': 'Biological oxidations'}]}",GSTA4,
260,ENSG00000122966,11113,19.984604,citron rho-interacting serine/threonine kinase,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-195258', 'name': 'RHO GTPase Effectors'}, {'id': 'R-HSA-195258', 'name': 'RHO GTPase Effectors'}, {'id': 'R-HSA-5625900', 'name': 'RHO GTPases activate CIT'}, {'id': 'R-HSA-5625900', 'name': 'RHO GTPases activate CIT'}]}",CIT,
267,ENSG00000169715,4493,20.003197,metallothionein 1E,"{'reactome': [{'id': 'R-HSA-5660526', 'name': 'Response to metal ions'}, {'id': 'R-HSA-5661231', 'name': 'Metallothioneins bind metals'}, {'id': 'R-HSA-8953897', 'name': 'Cellular responses to external stimuli'}]}",MT1E,
269,ENSG00000169710,2194,19.986532,fatty acid synthase,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-163685', 'name': 'Integration of energy metabolism'}, {'id': 'R-HSA-163765', 'name': 'ChREBP activates metabolic gene expression'}, {'id': 'R-HSA-1655829', 'name': 'Regulation of cholesterol biosynthesis by SREBP (SREBF)'}, {'id': 'R-HSA-196849', 'name': 'Metabolism of water-soluble vitamins and cofactors'}, {'id': 'R-HSA-196854', 'name': 'Metabolism of vitamins and cofactors'}, {'id': 'R-HSA-199220', 'name': 'Vitamin B5 (pantothenate) metabolism'}, {'id': 'R-HSA-2426168', 'name': 'Activation of gene expression by SREBF (SREBP)'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-75105', 'name': 'Fatty acyl-CoA biosynthesis'}, {'id': 'R-HSA-75105', 'name': 'Fatty acyl-CoA biosynthesis'}, {'id': 'R-HSA-8957322', 'name': 'Metabolism of steroids'}, {'id': 'R-HSA-8978868', 'name': 'Fatty acid metabolism'}, {'id': 'R-HSA-8978868', 'name': 'Fatty acid metabolism'}, {'id': 'R-HSA-9006931', 'name': 'Signaling by Nuclear Receptors'}, {'id': 'R-HSA-9024446', 'name': 'NR1H2 and NR1H3-mediated signaling'}, {'id': 'R-HSA-9029558', 'name': 'NR1H2 & NR1H3 regulate gene expression linked to lipogenesis'}]}",FASN,
